id,dob,gender,country,city,job_title,job_industry,wealth_segment
ID0334,1996-08-02,Male,Australia,Sydney,Accountant,Healthcare,Mass Affluent
ID0335,1993-03-24,Female,Canada,Vancouver,HR Specialist,IT,Affluent
ID0336,1992-02-03,Male,USA,New York,Consultant,Marketing,High Net Worth
ID0337,1972-01-23,Male,UK,Manchester,Sales Executive,Marketing,Mass Affluent
ID0338,1970-12-20,Female,USA,Los Angeles,Sales Executive,Finance,Mass Affluent
ID0339,1991-01-28,Male,Canada,Toronto,General Manager,Construction,High Net Worth
ID0340,1974-02-04,Male,France,Paris,Sales Executive,Finance,Mass Affluent
ID0341,1980-11-04,Female,Vietnam,Hanoi,General Manager,Hospitality,Affluent
ID0342,1963-01-28,Female,Vietnam,Hanoi,Marketing Manager,Construction,Mass Affluent
ID0343,1988-06-09,Female,USA,Los Angeles,HR Specialist,Hospitality,Mass Affluent
ID0344,1972-06-08,Female,USA,New York,General Manager,Education,High Net Worth
ID0345,1993-04-08,Male,USA,Los Angeles,Project Manager,IT,Affluent
ID0346,1996-10-19,Male,Vietnam,Ho Chi Minh,Consultant,Marketing,Mass Affluent
ID0347,1973-05-22,Female,Vietnam,Ho Chi Minh,Data Scientist,IT,Affluent
ID0348,1960-10-03,Female,Australia,Melbourne,Project Manager,Marketing,Mass Affluent
ID0349,1963-02-15,Female,Australia,Sydney,Project Manager,Finance,Affluent
ID0350,1996-12-30,Male,Vietnam,Hanoi,Software Engineer,Finance,Affluent
ID0351,1982-12-13,Male,Australia,Sydney,HR Specialist,Marketing,High Net Worth
ID0352,1999-10-23,Male,Germany,Berlin,Software Engineer,Marketing,Mass Affluent
ID0353,1979-12-26,Male,Vietnam,Hanoi,Software Engineer,Hospitality,Affluent
ID0354,1972-05-14,Female,USA,Los Angeles,Marketing Manager,Education,Mass Affluent
ID0355,1961-10-30,Female,Vietnam,Ho Chi Minh,HR Specialist,IT,Mass Affluent
ID0356,1992-06-06,Male,UK,Manchester,Consultant,Hospitality,Affluent
ID0357,1963-03-27,Male,Germany,Berlin,HR Specialist,Construction,Affluent
ID0358,1999-04-14,Female,Australia,Sydney,Software Engineer,Finance,Mass Affluent
ID0359,1963-07-26,Male,Germany,Berlin,Marketing Manager,Education,Affluent
ID0360,1962-11-13,Male,Vietnam,Hanoi,Accountant,Hospitality,Affluent
ID0361,1984-04-04,Male,Canada,Vancouver,Sales Executive,Healthcare,High Net Worth
ID0362,1974-11-29,Male,Australia,Sydney,Software Engineer,IT,Affluent
ID0363,1994-11-24,Female,Vietnam,Hanoi,HR Specialist,IT,Affluent
ID0364,1967-12-13,Male,Australia,Sydney,HR Specialist,Education,High Net Worth
ID0365,1981-01-03,Male,Canada,Toronto,General Manager,Finance,Mass Affluent
ID0366,1992-07-13,Male,UK,Manchester,General Manager,Construction,High Net Worth
ID0367,1963-08-28,Male,USA,New York,Data Scientist,IT,Mass Affluent
ID0368,1973-08-06,Female,France,Paris,HR Specialist,IT,Affluent
ID0369,1963-08-11,Female,UK,Manchester,Sales Executive,Healthcare,High Net Worth
ID0370,1965-08-08,Male,Canada,Toronto,Software Engineer,Finance,Mass Affluent
ID0371,1970-04-13,Female,Vietnam,Ho Chi Minh,Data Scientist,Hospitality,High Net Worth
ID0372,1975-12-06,Female,Canada,Toronto,Project Manager,Education,Mass Affluent
ID0373,1976-10-16,Male,UK,London,Sales Executive,Finance,Affluent
ID0374,1967-02-11,Male,Germany,Berlin,Data Scientist,Construction,Affluent
ID0375,1986-01-19,Female,Vietnam,Hanoi,Sales Executive,IT,High Net Worth
ID0376,1973-05-01,Male,USA,New York,Project Manager,Education,High Net Worth
ID0377,1968-10-10,Male,Vietnam,Ho Chi Minh,Data Scientist,Finance,Mass Affluent
ID0378,1983-11-30,Male,USA,New York,HR Specialist,Retail,Affluent
ID0379,1972-08-30,Female,Canada,Vancouver,Financial Analyst,Healthcare,Mass Affluent
ID0380,1993-06-17,Male,Vietnam,Hanoi,Financial Analyst,Healthcare,Affluent
ID0381,1990-12-06,Male,Australia,Sydney,Project Manager,Education,Affluent
ID0382,1981-11-24,Female,Australia,Melbourne,Marketing Manager,Healthcare,High Net Worth
ID0383,1995-08-05,Male,USA,Los Angeles,HR Specialist,Marketing,Mass Affluent
ID0384,1976-04-02,Female,Canada,Toronto,Project Manager,Retail,Affluent
ID0385,1998-09-11,Female,Vietnam,Hanoi,Project Manager,Construction,Mass Affluent
ID0386,1991-07-02,Female,Vietnam,Hanoi,HR Specialist,IT,High Net Worth
ID0387,1986-03-15,Male,Vietnam,Ho Chi Minh,Marketing Manager,Hospitality,Mass Affluent
ID0388,1972-04-24,Male,Germany,Berlin,Software Engineer,Retail,High Net Worth
ID0389,1972-08-03,Female,Canada,Toronto,Marketing Manager,Construction,Mass Affluent
ID0390,1984-09-29,Female,Germany,Berlin,General Manager,Education,Affluent
ID0391,1964-01-08,Male,Vietnam,Ho Chi Minh,Data Scientist,Finance,Affluent
ID0392,1982-06-03,Male,UK,Manchester,Software Engineer,Healthcare,Mass Affluent
ID0393,1981-07-02,Female,USA,New York,HR Specialist,Construction,Mass Affluent
ID0394,1979-01-19,Female,USA,Los Angeles,HR Specialist,Construction,Affluent
ID0395,1996-08-31,Female,Canada,Toronto,Data Scientist,Construction,Mass Affluent
ID0396,1972-03-31,Male,France,Paris,Consultant,Retail,Affluent
ID0397,1964-05-09,Male,Australia,Sydney,Marketing Manager,Finance,Affluent
ID0398,1963-07-20,Female,Vietnam,Hanoi,Data Scientist,Finance,Affluent
ID0399,1992-10-17,Female,Australia,Sydney,Financial Analyst,Retail,Affluent
ID0400,1971-02-11,Male,UK,Manchester,Accountant,Finance,Mass Affluent
ID0401,1971-09-25,Female,USA,New York,Accountant,Education,Affluent
ID0402,1965-11-09,Female,Vietnam,Hanoi,Data Scientist,Healthcare,Affluent
ID0403,1975-05-13,Female,Vietnam,Hanoi,Marketing Manager,Construction,Mass Affluent
ID0404,1977-06-05,Female,Australia,Sydney,Consultant,Finance,Mass Affluent
ID0405,1988-12-02,Male,UK,London,General Manager,Education,High Net Worth
ID0406,1972-08-18,Male,UK,Manchester,Financial Analyst,Retail,Mass Affluent
ID0407,1970-03-07,Male,Australia,Sydney,Financial Analyst,Construction,High Net Worth
ID0408,1987-02-09,Female,USA,Los Angeles,Software Engineer,Retail,High Net Worth
ID0409,1992-06-07,Female,UK,London,HR Specialist,Construction,Affluent
ID0410,1981-07-03,Male,Vietnam,Ho Chi Minh,Consultant,IT,Affluent
ID0411,1972-02-05,Male,Vietnam,Hanoi,Software Engineer,Finance,High Net Worth
ID0412,1964-04-30,Female,Australia,Sydney,Financial Analyst,Education,Affluent
ID0413,1990-08-11,Female,USA,New York,Accountant,Retail,High Net Worth
ID0414,1967-06-03,Female,UK,Manchester,Accountant,Healthcare,High Net Worth
ID0415,1972-04-19,Female,Germany,Berlin,HR Specialist,Construction,High Net Worth
ID0416,1960-01-10,Male,Canada,Toronto,General Manager,Education,Affluent
ID0417,1962-03-05,Female,Australia,Sydney,Project Manager,Hospitality,High Net Worth
ID0418,1993-12-30,Male,Germany,Berlin,Sales Executive,Hospitality,Affluent
ID0419,2000-07-19,Male,Canada,Vancouver,Data Scientist,Marketing,High Net Worth
ID0420,1976-06-01,Female,Australia,Melbourne,Software Engineer,Retail,Affluent
ID0421,1987-06-24,Male,USA,New York,Marketing Manager,Hospitality,Mass Affluent
ID0422,1982-11-01,Male,USA,New York,Sales Executive,Retail,Affluent
ID0423,1977-05-03,Female,Canada,Vancouver,Financial Analyst,IT,High Net Worth
ID0424,1973-08-08,Female,Australia,Sydney,Sales Executive,Healthcare,Affluent
ID0425,1963-10-26,Female,UK,Manchester,HR Specialist,IT,Mass Affluent
ID0426,1997-01-01,Female,Vietnam,Hanoi,Data Scientist,Retail,Affluent
ID0427,1962-03-24,Female,USA,Los Angeles,General Manager,IT,Mass Affluent
ID0428,1973-02-13,Male,UK,London,Project Manager,Hospitality,High Net Worth
ID0429,1994-01-10,Female,USA,New York,Marketing Manager,IT,Mass Affluent
ID0430,1985-04-24,Male,UK,Manchester,Data Scientist,Healthcare,High Net Worth
ID0431,1973-06-10,Female,UK,London,Financial Analyst,Healthcare,Affluent
ID0432,1998-10-31,Female,Australia,Sydney,Accountant,Hospitality,Mass Affluent
ID0433,1966-05-19,Female,Vietnam,Ho Chi Minh,Accountant,Construction,High Net Worth
ID0434,1984-10-23,Male,USA,Los Angeles,Sales Executive,Hospitality,High Net Worth
ID0435,1983-12-04,Female,UK,London,Accountant,Healthcare,Affluent
ID0436,1969-07-17,Male,Australia,Sydney,Financial Analyst,Healthcare,High Net Worth
ID0437,1961-02-06,Male,UK,London,Sales Executive,Healthcare,Mass Affluent
ID0438,1964-10-07,Female,Australia,Melbourne,Data Scientist,Healthcare,Affluent
ID0439,1971-06-14,Female,Canada,Vancouver,Accountant,Education,High Net Worth
ID0440,2000-05-17,Female,Canada,Vancouver,Consultant,Hospitality,Mass Affluent
ID0441,1962-10-31,Female,Australia,Melbourne,Consultant,Marketing,High Net Worth
ID0442,1983-10-16,Female,Germany,Berlin,Project Manager,Finance,Affluent
ID0443,1981-07-25,Male,UK,London,Accountant,IT,Affluent
ID0444,1960-06-01,Male,USA,New York,Financial Analyst,IT,Mass Affluent
ID0445,1988-07-05,Female,USA,Los Angeles,Accountant,Construction,Mass Affluent
ID0446,1976-10-21,Male,Australia,Melbourne,Marketing Manager,Marketing,Affluent
ID0447,1989-02-28,Female,Canada,Vancouver,Accountant,Finance,High Net Worth
ID0448,1982-01-14,Male,Australia,Sydney,Project Manager,Marketing,Mass Affluent
ID0449,1983-12-03,Female,USA,New York,Software Engineer,Construction,High Net Worth
ID0450,1978-09-18,Female,USA,Los Angeles,Consultant,Marketing,Mass Affluent
ID0451,1992-03-02,Female,UK,London,Marketing Manager,Healthcare,Affluent
ID0452,1998-12-11,Male,USA,Los Angeles,Accountant,Construction,Mass Affluent
ID0453,1976-09-01,Male,Australia,Sydney,Accountant,Education,Affluent
ID0454,1965-07-03,Female,Canada,Vancouver,Data Scientist,Education,High Net Worth
ID0455,1963-08-19,Male,USA,Los Angeles,HR Specialist,Education,Mass Affluent
ID0456,1966-04-23,Male,Australia,Melbourne,Accountant,Hospitality,Mass Affluent
ID0457,1984-01-12,Female,USA,Los Angeles,Financial Analyst,IT,Affluent
ID0458,1969-06-04,Female,Australia,Sydney,Consultant,Finance,High Net Worth
ID0459,1980-03-03,Male,Canada,Toronto,General Manager,Healthcare,Affluent
ID0460,1967-07-12,Male,Vietnam,Hanoi,Consultant,Marketing,Mass Affluent
ID0461,1989-11-13,Female,Australia,Sydney,General Manager,Finance,Affluent
ID0462,1995-05-05,Male,Canada,Toronto,Accountant,Construction,High Net Worth
ID0463,1971-03-29,Male,Australia,Melbourne,Marketing Manager,IT,High Net Worth
ID0464,1976-12-24,Male,UK,London,Marketing Manager,Hospitality,High Net Worth
ID0465,1991-02-18,Male,USA,Los Angeles,Consultant,Construction,Mass Affluent
ID0466,1970-03-04,Female,UK,London,Sales Executive,Retail,Mass Affluent
ID0467,1992-07-23,Female,Germany,Berlin,Accountant,Healthcare,High Net Worth
ID0468,1976-04-27,Female,Vietnam,Hanoi,General Manager,Retail,Affluent
ID0469,1972-06-20,Female,UK,Manchester,Sales Executive,Construction,High Net Worth
ID0470,1972-10-19,Male,Australia,Melbourne,HR Specialist,IT,High Net Worth
ID0471,1987-01-23,Male,Canada,Vancouver,General Manager,Retail,High Net Worth
ID0472,2000-12-25,Male,USA,Los Angeles,Software Engineer,Hospitality,Affluent
ID0473,1974-04-21,Male,Australia,Melbourne,Sales Executive,Finance,Affluent
ID0474,1971-05-25,Female,France,Paris,Data Scientist,IT,Mass Affluent
ID0475,1969-02-26,Female,Germany,Berlin,General Manager,Finance,High Net Worth
ID0476,1995-09-12,Female,Vietnam,Hanoi,Accountant,Retail,Mass Affluent
ID0477,1977-04-21,Male,UK,London,Data Scientist,Education,High Net Worth
ID0478,1962-08-23,Female,UK,Manchester,Sales Executive,Retail,Affluent
ID0479,1993-05-29,Male,USA,New York,Financial Analyst,Hospitality,Mass Affluent
ID0480,1962-09-07,Female,Canada,Vancouver,Consultant,Construction,Mass Affluent
ID0481,1987-11-28,Male,Canada,Vancouver,General Manager,Healthcare,Mass Affluent
ID0482,1960-02-20,Male,USA,New York,Data Scientist,Marketing,Mass Affluent
ID0483,1998-08-21,Male,Canada,Vancouver,Sales Executive,Marketing,High Net Worth
ID0484,1995-06-29,Male,USA,New York,Sales Executive,IT,High Net Worth
ID0485,1960-07-30,Female,France,Paris,Data Scientist,IT,High Net Worth
ID0486,1979-06-24,Male,UK,London,Accountant,Healthcare,High Net Worth
ID0487,1977-01-01,Male,USA,Los Angeles,General Manager,IT,Affluent
ID0488,1983-12-30,Female,Canada,Toronto,Financial Analyst,Construction,Affluent
ID0489,1969-03-17,Female,France,Paris,Accountant,Healthcare,Mass Affluent
ID0490,1985-03-02,Male,Canada,Vancouver,Software Engineer,Retail,High Net Worth
ID0491,1971-04-15,Female,Vietnam,Hanoi,Software Engineer,Finance,Affluent
ID0492,1995-12-16,Female,UK,Manchester,General Manager,Retail,Affluent
ID0493,1995-04-11,Female,France,Paris,Marketing Manager,Retail,Mass Affluent
ID0494,1970-08-04,Male,Germany,Berlin,Data Scientist,Finance,High Net Worth
ID0495,1976-08-18,Female,Canada,Vancouver,Accountant,Finance,Affluent
ID0496,1968-05-28,Male,USA,Los Angeles,Financial Analyst,Finance,High Net Worth
ID0497,1979-11-26,Male,UK,London,Consultant,Hospitality,Affluent
ID0498,1969-08-17,Female,Vietnam,Ho Chi Minh,General Manager,Healthcare,Affluent
ID0499,1989-08-10,Male,USA,New York,Accountant,IT,Mass Affluent
ID0500,1990-06-29,Male,France,Paris,Software Engineer,Retail,Affluent
ID0501,1989-02-25,Female,Canada,Toronto,Accountant,Retail,Mass Affluent
ID0502,1961-04-06,Female,Australia,Melbourne,HR Specialist,Hospitality,High Net Worth
ID0503,1972-05-27,Male,USA,New York,HR Specialist,Marketing,High Net Worth
ID0504,1986-12-28,Male,Vietnam,Ho Chi Minh,Software Engineer,Finance,Mass Affluent
ID0505,1996-06-07,Female,USA,Los Angeles,Consultant,Retail,Affluent
ID0506,1993-07-28,Male,Canada,Vancouver,General Manager,Education,Affluent
ID0507,1995-12-28,Female,Vietnam,Hanoi,Data Scientist,Healthcare,High Net Worth
ID0508,1978-06-12,Male,Vietnam,Ho Chi Minh,Marketing Manager,Education,Mass Affluent
ID0509,1967-07-16,Male,Vietnam,Ho Chi Minh,Accountant,Retail,Affluent
ID0510,1992-09-05,Female,Canada,Toronto,Marketing Manager,Hospitality,Mass Affluent
ID0511,2000-10-09,Male,USA,New York,Software Engineer,IT,Affluent
ID0512,1969-04-22,Female,Australia,Melbourne,Financial Analyst,Retail,Affluent
ID0513,1986-05-22,Female,Germany,Berlin,Project Manager,Finance,Mass Affluent
ID0514,2000-11-09,Female,UK,London,General Manager,Retail,Mass Affluent
ID0515,1972-06-26,Female,USA,New York,HR Specialist,Education,Affluent
ID0516,1962-02-13,Male,Canada,Vancouver,HR Specialist,Finance,High Net Worth
ID0517,1993-04-15,Male,Vietnam,Ho Chi Minh,General Manager,Education,High Net Worth
ID0518,1972-09-29,Female,Vietnam,Ho Chi Minh,Accountant,Retail,High Net Worth
ID0519,1960-08-26,Female,USA,New York,Marketing Manager,Marketing,High Net Worth
ID0520,1972-05-25,Male,USA,Los Angeles,Consultant,Retail,High Net Worth
ID0521,1971-09-23,Female,UK,Manchester,General Manager,Finance,Affluent
ID0522,1993-11-16,Male,Germany,Berlin,Accountant,Hospitality,Mass Affluent
ID0523,1978-04-15,Female,Australia,Sydney,General Manager,Marketing,Mass Affluent
ID0524,1992-10-04,Male,Australia,Melbourne,Sales Executive,IT,Affluent
ID0525,1969-06-16,Male,Australia,Sydney,Sales Executive,IT,High Net Worth
ID0526,1977-08-10,Female,UK,London,Financial Analyst,Marketing,Mass Affluent
ID0527,1996-10-02,Female,USA,New York,Data Scientist,Finance,High Net Worth
ID0528,1989-05-14,Male,UK,London,HR Specialist,Hospitality,High Net Worth
ID0529,1984-05-11,Female,USA,Los Angeles,Marketing Manager,Education,Affluent
ID0530,1990-12-20,Male,Vietnam,Hanoi,Accountant,Education,Mass Affluent
ID0531,1992-02-20,Male,USA,Los Angeles,Marketing Manager,Healthcare,Affluent
ID0532,1965-06-06,Female,Germany,Berlin,Sales Executive,Marketing,Affluent
ID0533,1986-09-08,Male,UK,London,Financial Analyst,Marketing,Affluent
ID0534,1986-09-07,Female,UK,Manchester,Software Engineer,Finance,Affluent
ID0535,1981-06-19,Male,USA,Los Angeles,HR Specialist,Marketing,Affluent
ID0536,1984-06-22,Female,UK,Manchester,Software Engineer,Marketing,Mass Affluent
ID0537,1982-01-02,Male,Vietnam,Hanoi,Financial Analyst,IT,High Net Worth
ID0538,1961-12-06,Male,Germany,Berlin,Software Engineer,Marketing,Affluent
ID0539,1964-03-21,Male,Australia,Melbourne,Financial Analyst,Finance,Affluent
ID0540,1980-05-26,Male,UK,London,Consultant,Marketing,Affluent
ID0541,1976-05-18,Male,Canada,Vancouver,Marketing Manager,Construction,Affluent
ID0542,1984-01-12,Female,USA,Los Angeles,HR Specialist,Healthcare,High Net Worth
ID0543,1981-10-19,Male,France,Paris,HR Specialist,Retail,High Net Worth
ID0544,1981-04-13,Female,France,Paris,Financial Analyst,Education,High Net Worth
ID0545,1995-08-01,Male,Canada,Vancouver,Accountant,Construction,High Net Worth
ID0546,1966-07-20,Female,Vietnam,Hanoi,Data Scientist,Marketing,Mass Affluent
ID0547,1991-10-14,Female,Canada,Vancouver,Financial Analyst,Retail,High Net Worth
ID0548,1974-08-30,Male,Australia,Melbourne,General Manager,Marketing,Affluent
ID0549,1973-11-18,Female,Germany,Berlin,Consultant,IT,High Net Worth
ID0550,1995-01-21,Male,Australia,Melbourne,Software Engineer,Retail,Affluent
ID0551,1987-03-22,Male,Canada,Toronto,Project Manager,Education,High Net Worth
ID0552,1962-05-27,Male,Vietnam,Hanoi,Financial Analyst,Retail,Affluent
ID0553,1966-12-09,Female,Canada,Vancouver,Accountant,Marketing,High Net Worth
ID0554,1986-04-30,Male,UK,Manchester,Financial Analyst,Healthcare,High Net Worth
ID0555,1988-08-26,Male,Australia,Sydney,Software Engineer,Education,High Net Worth
ID0556,1992-09-04,Male,Australia,Sydney,Consultant,Healthcare,High Net Worth
ID0557,1980-09-04,Male,Vietnam,Ho Chi Minh,Project Manager,Hospitality,Affluent
ID0558,1969-06-22,Male,Vietnam,Ho Chi Minh,Accountant,IT,Mass Affluent
ID0559,1977-03-26,Female,Vietnam,Ho Chi Minh,Consultant,Education,Affluent
ID0560,1985-01-10,Female,Canada,Toronto,Financial Analyst,Construction,Affluent
ID0561,1976-01-16,Female,Vietnam,Hanoi,HR Specialist,Education,Affluent
ID0562,1969-12-16,Male,USA,Los Angeles,Sales Executive,Construction,Affluent
ID0563,1987-11-01,Female,Australia,Sydney,Software Engineer,Healthcare,High Net Worth
ID0564,2000-01-01,Female,USA,New York,Accountant,Marketing,Affluent
ID0565,1979-05-23,Male,Germany,Berlin,Project Manager,Education,Mass Affluent
ID0566,1964-08-19,Female,UK,London,Consultant,Marketing,Affluent
ID0567,1998-11-01,Male,Canada,Toronto,Consultant,Finance,Mass Affluent
ID0568,1997-08-09,Female,France,Paris,Data Scientist,Education,Mass Affluent
ID0569,1996-02-01,Female,USA,New York,Data Scientist,Retail,Mass Affluent
ID0570,1962-09-20,Male,USA,Los Angeles,Data Scientist,Construction,Affluent
ID0571,1984-12-02,Female,France,Paris,Consultant,Retail,High Net Worth
ID0572,1987-07-07,Male,Australia,Sydney,Accountant,Retail,Affluent
ID0573,1984-11-21,Male,UK,London,Sales Executive,Marketing,High Net Worth
ID0574,1984-12-13,Male,France,Paris,Software Engineer,Retail,Affluent
ID0575,1987-08-04,Male,UK,London,Accountant,Education,Affluent
ID0576,1963-04-14,Female,Australia,Sydney,Data Scientist,Healthcare,Mass Affluent
ID0577,1975-03-31,Female,USA,New York,Financial Analyst,Finance,Affluent
ID0578,1987-01-22,Female,USA,New York,Sales Executive,Marketing,Affluent
ID0579,1963-05-14,Female,USA,New York,Marketing Manager,Finance,Affluent
ID0580,1996-07-13,Female,Canada,Vancouver,Software Engineer,Retail,Affluent
ID0581,1995-07-21,Female,Vietnam,Hanoi,Accountant,Marketing,Mass Affluent
ID0582,1988-08-23,Female,USA,New York,Accountant,Education,Affluent
ID0583,1966-10-21,Female,UK,London,HR Specialist,Construction,Mass Affluent
ID0584,1960-04-25,Female,UK,London,HR Specialist,IT,Affluent
ID0585,1974-02-19,Female,Vietnam,Ho Chi Minh,Project Manager,Healthcare,Affluent
ID0586,2000-04-09,Male,Canada,Vancouver,General Manager,Retail,High Net Worth
ID0587,1975-03-30,Male,Canada,Toronto,Marketing Manager,Retail,High Net Worth
ID0588,1977-11-24,Female,UK,Manchester,Marketing Manager,Education,High Net Worth
ID0589,1994-11-06,Female,Germany,Berlin,Project Manager,Retail,Mass Affluent
ID0590,1969-06-25,Male,Vietnam,Ho Chi Minh,Software Engineer,Retail,Affluent
ID0591,1997-10-08,Female,USA,New York,Sales Executive,Construction,Affluent
ID0592,1968-08-23,Female,Germany,Berlin,HR Specialist,Retail,Affluent
ID0593,1965-07-02,Male,UK,Manchester,Data Scientist,IT,Affluent
ID0594,1970-09-18,Female,Canada,Toronto,Sales Executive,Retail,Affluent
ID0595,1981-12-06,Female,Germany,Berlin,Sales Executive,Healthcare,High Net Worth
ID0596,1990-06-27,Female,UK,Manchester,Sales Executive,Marketing,Affluent
ID0597,1961-03-06,Male,Australia,Sydney,Consultant,Marketing,Affluent
ID0598,1973-05-26,Female,France,Paris,Software Engineer,Hospitality,High Net Worth
ID0599,1968-06-20,Female,UK,London,Project Manager,Healthcare,Mass Affluent
ID0600,1983-09-06,Female,USA,Los Angeles,HR Specialist,Finance,High Net Worth
ID0601,1983-07-04,Female,Vietnam,Ho Chi Minh,Project Manager,Healthcare,Mass Affluent
ID0602,1979-02-04,Female,Vietnam,Ho Chi Minh,HR Specialist,Retail,High Net Worth
ID0603,1968-09-24,Male,Australia,Sydney,HR Specialist,Hospitality,Affluent
ID0604,1973-08-11,Male,Germany,Berlin,Accountant,Education,Affluent
ID0605,1979-07-11,Male,USA,Los Angeles,Consultant,IT,High Net Worth
ID0606,1984-02-20,Male,Australia,Melbourne,Data Scientist,IT,High Net Worth
ID0607,1998-01-24,Female,USA,Los Angeles,Software Engineer,Marketing,Mass Affluent
ID0608,1983-08-31,Male,Germany,Berlin,Consultant,Retail,Affluent
ID0609,1993-01-06,Male,Vietnam,Hanoi,HR Specialist,Marketing,Affluent
ID0610,1972-09-16,Female,Canada,Toronto,Accountant,Education,Mass Affluent
ID0611,1963-10-29,Female,Canada,Vancouver,Marketing Manager,Construction,Affluent
ID0612,1978-12-25,Female,Germany,Berlin,Consultant,Hospitality,Affluent
ID0613,1968-02-17,Female,Australia,Melbourne,Consultant,Education,Mass Affluent
ID0614,1991-03-26,Male,USA,Los Angeles,HR Specialist,Marketing,High Net Worth
ID0615,1991-11-27,Male,Canada,Vancouver,Project Manager,Marketing,High Net Worth
ID0616,1986-12-12,Male,UK,Manchester,HR Specialist,Marketing,Affluent
ID0617,1980-07-03,Female,USA,New York,Consultant,Construction,Mass Affluent
ID0618,1966-01-27,Male,UK,London,General Manager,Construction,Affluent
ID0619,1962-05-03,Male,Germany,Berlin,General Manager,Marketing,Mass Affluent
ID0620,1998-06-17,Male,UK,Manchester,Marketing Manager,Education,Affluent
ID0621,1961-10-20,Male,Canada,Vancouver,General Manager,Marketing,Mass Affluent
ID0622,1989-06-11,Male,Australia,Sydney,General Manager,Retail,Affluent
ID0623,1998-10-08,Female,UK,London,Financial Analyst,Construction,Mass Affluent
ID0624,1984-10-08,Male,Canada,Vancouver,Consultant,Construction,Mass Affluent
ID0625,1994-02-28,Male,Vietnam,Ho Chi Minh,Software Engineer,Hospitality,High Net Worth
ID0626,1961-08-18,Male,USA,New York,Data Scientist,Construction,Mass Affluent
ID0627,1965-09-16,Male,USA,New York,Data Scientist,Finance,Affluent
ID0628,1981-08-31,Male,UK,Manchester,HR Specialist,Hospitality,High Net Worth
ID0629,1985-06-11,Female,France,Paris,Software Engineer,Healthcare,High Net Worth
ID0630,1987-12-29,Male,Vietnam,Ho Chi Minh,Marketing Manager,Finance,Affluent
ID0631,1973-04-04,Male,France,Paris,Data Scientist,Construction,Mass Affluent
ID0632,1987-06-10,Female,Vietnam,Ho Chi Minh,General Manager,Education,Mass Affluent
ID0633,1990-01-25,Female,Germany,Berlin,Software Engineer,Hospitality,High Net Worth
ID0634,1996-04-28,Female,Vietnam,Ho Chi Minh,Marketing Manager,Finance,Mass Affluent
ID0635,1984-09-25,Female,Australia,Melbourne,Marketing Manager,Construction,High Net Worth
ID0636,1992-09-05,Male,France,Paris,Software Engineer,Retail,High Net Worth
ID0637,1969-01-26,Male,Australia,Melbourne,HR Specialist,Education,Affluent
ID0638,1976-12-11,Male,Germany,Berlin,General Manager,Education,High Net Worth
ID0639,1977-01-19,Female,Australia,Melbourne,Consultant,Education,Mass Affluent
ID0640,1970-09-30,Male,Germany,Berlin,Sales Executive,Education,Mass Affluent
ID0641,1960-02-29,Male,USA,New York,Project Manager,Education,Affluent
ID0642,1988-05-02,Male,USA,New York,Consultant,Healthcare,Mass Affluent
ID0643,1974-02-11,Male,Vietnam,Hanoi,Data Scientist,Finance,Affluent
ID0644,1968-12-17,Female,Vietnam,Ho Chi Minh,Data Scientist,Education,High Net Worth
ID0645,1981-04-05,Female,UK,Manchester,General Manager,Hospitality,High Net Worth
ID0646,1977-12-26,Male,Vietnam,Ho Chi Minh,General Manager,Healthcare,Affluent
ID0647,1978-05-22,Male,UK,London,Software Engineer,Marketing,Affluent
ID0648,1990-11-24,Male,Australia,Sydney,General Manager,Retail,Mass Affluent
ID0649,1961-09-03,Female,UK,Manchester,Accountant,Hospitality,High Net Worth
ID0650,1967-01-14,Male,UK,Manchester,Marketing Manager,Marketing,Affluent
ID0651,1977-09-04,Male,Vietnam,Ho Chi Minh,Marketing Manager,Construction,High Net Worth
ID0652,1977-04-09,Female,Canada,Toronto,Software Engineer,Retail,High Net Worth
ID0653,1991-05-25,Female,Vietnam,Hanoi,Software Engineer,Finance,Mass Affluent
ID0654,1967-10-31,Male,UK,London,Marketing Manager,Construction,High Net Worth
ID0655,1983-02-15,Female,USA,Los Angeles,Sales Executive,Hospitality,High Net Worth
ID0656,1967-09-09,Male,USA,New York,Project Manager,Construction,High Net Worth
ID0657,1992-03-09,Female,Canada,Vancouver,Project Manager,Marketing,High Net Worth
ID0658,1987-02-06,Male,Australia,Sydney,Project Manager,Construction,Mass Affluent
ID0659,1972-05-24,Male,Australia,Melbourne,Project Manager,IT,High Net Worth
ID0660,1973-02-26,Male,USA,Los Angeles,HR Specialist,Construction,Mass Affluent
ID0661,1967-04-08,Female,UK,London,Project Manager,Healthcare,High Net Worth
ID0662,1961-04-26,Female,Canada,Vancouver,Software Engineer,Hospitality,Affluent
ID0663,1975-06-19,Male,Australia,Sydney,Data Scientist,Education,Mass Affluent
ID0664,1985-08-22,Female,Germany,Berlin,General Manager,Construction,High Net Worth
ID0665,1985-06-25,Male,UK,London,Marketing Manager,Hospitality,Mass Affluent
ID0666,1979-10-06,Female,Australia,Sydney,HR Specialist,Construction,Affluent
ID0667,1971-09-23,Male,Vietnam,Ho Chi Minh,Project Manager,Finance,Mass Affluent
ID0668,1961-07-14,Male,Australia,Sydney,Software Engineer,Healthcare,Mass Affluent
ID0669,1997-01-24,Female,Germany,Berlin,Consultant,Healthcare,Mass Affluent
